month_billed,bill_authority,bill_library,item_type,bill_reason,number_of_bills,total_billed
2019-08,Somerset,Frome Library,Music CD,OVERDUE,*,*
2019-08,Somerset,Frome Library,Music Score,HOLD,*,*
2019-08,Somerset,Frome Library,Music Score,OVERDUE,*,*
2019-08,Somerset,Frome Library,PG DVD Standard,CHARGE,62,133
2019-08,Somerset,Frome Library,PG DVD Standard,OVERDUE,13,15.6
2019-08,Somerset,Frome Library,Reading Group Set,HOLD,*,*
2019-08,Somerset,Frome Library,U DVD Standard,CHARGE,115,230
2019-08,Somerset,Frome Library,U DVD Standard,HOLD,*,*
2019-08,Somerset,Frome Library,U DVD Standard,OVERDUE,25,64.4
2019-08,Somerset,Frome Library,YA / Teen Fiction,HOLD,11,11
2019-08,Somerset,Frome Library,YA / Teen Fiction,LOST,*,*
2019-08,Somerset,Frome Library,YA / Teen Fiction,OVERDUE,39,17.35
2019-08,Somerset,Frome Library,YA / Teen Non Fiction,OVERDUE,*,*
2019-08,Somerset,Glastonbury Library,12 DVD Standard,CHARGE,41,93
2019-08,Somerset,Glastonbury Library,12 DVD Standard,HOLD,*,*
2019-08,Somerset,Glastonbury Library,12 DVD Standard,OVERDUE,*,*
2019-08,Somerset,Glastonbury Library,15 DVD Standard,CHARGE,35,74.0
2019-08,Somerset,Glastonbury Library,15 DVD Standard,HOLD,*,*
2019-08,Somerset,Glastonbury Library,15 DVD Standard,OVERDUE,*,*
2019-08,Somerset,Glastonbury Library,18 DVD Standard,CHARGE,5,11
2019-08,Somerset,Glastonbury Library,Adult Fiction,HOLD,94,120.5
2019-08,Somerset,Glastonbury Library,Adult Fiction,LOST,10,90
2019-08,Somerset,Glastonbury Library,Adult Fiction,OVERDUE,50,70.2
2019-08,Somerset,Glastonbury Library,Adult Graphic Novel,HOLD,*,*
2019-08,Somerset,Glastonbury Library,Adult Graphic Novel,LOST,*,*
2019-08,Somerset,Glastonbury Library,Adult Graphic Novel,OVERDUE,*,*
2019-08,Somerset,Glastonbury Library,Adult Non Fiction,HOLD,84,84
2019-08,Somerset,Glastonbury Library,Adult Non Fiction,LOST,*,*
2019-08,Somerset,Glastonbury Library,Adult Non Fiction,OVERDUE,77,88.8
2019-08,Somerset,Glastonbury Library,Adult Spoken Word,CHARGE,13,25.5
2019-08,Somerset,Glastonbury Library,Adult Spoken Word,OVERDUE,*,*
2019-08,Somerset,Glastonbury Library,Boxed Set 15 DVD,CHARGE,5,20
2019-08,Somerset,Glastonbury Library,Boxed Set 15 DVD,HOLD,*,*
2019-08,Somerset,Glastonbury Library,Boxed Set EX DVD,CHARGE,*,*
2019-08,Somerset,Glastonbury Library,Boxed Set EX DVD,HOLD,*,*
2019-08,Somerset,Glastonbury Library,Child Fiction,HOLD,*,*
2019-08,Somerset,Glastonbury Library,Child Fiction,LOST,51,255
2019-08,Somerset,Glastonbury Library,Child Fiction,OVERDUE,194,51.85
2019-08,Somerset,Glastonbury Library,Child Non Fiction,LOST,*,*
2019-08,Somerset,Glastonbury Library,Child Non Fiction,OVERDUE,24,7.90
2019-08,Somerset,Glastonbury Library,Child Spoken Word,CHARGE,*,*
2019-08,Somerset,Glastonbury Library,Child Spoken Word,OVERDUE,*,*
2019-08,Somerset,Glastonbury Library,Classification Exempt,CHARGE,*,*
2019-08,Somerset,Glastonbury Library,Language Course,CHARGE,*,*
2019-08,Somerset,Glastonbury Library,Large Print - Adult Fiction,HOLD,*,*
2019-08,Somerset,Glastonbury Library,Music CD,CHARGE,*,*
2019-08,Somerset,Glastonbury Library,Music CD,HOLD,*,*
2019-08,Somerset,Glastonbury Library,Music CD,OVERDUE,*,*
2019-08,Somerset,Glastonbury Library,PG DVD Standard,CHARGE,24,53
2019-08,Somerset,Glastonbury Library,PG DVD Standard,HOLD,*,*
2019-08,Somerset,Glastonbury Library,PG DVD Standard,OVERDUE,9,12.4
2019-08,Somerset,Glastonbury Library,U DVD Standard,CHARGE,14,28
2019-08,Somerset,Glastonbury Library,U DVD Standard,OVERDUE,6,12.8
2019-08,Somerset,Glastonbury Library,YA / Teen Fiction,HOLD,6,6
2019-08,Somerset,Glastonbury Library,YA / Teen Fiction,OVERDUE,6,1.05
2019-08,Somerset,Ilminster Library,12 DVD Standard,CHARGE,*,*
2019-08,Somerset,Ilminster Library,Adult Fiction,HOLD,47,59.0
2019-08,Somerset,Ilminster Library,Adult Fiction,LOST,*,*
2019-08,Somerset,Ilminster Library,Adult Fiction,OVERDUE,31,52.0
2019-08,Somerset,Ilminster Library,Adult Non Fiction,HOLD,24,28.5
2019-08,Somerset,Ilminster Library,Adult Non Fiction,OVERDUE,18,13.6
2019-08,Somerset,Ilminster Library,Adult Spoken Word,CHARGE,7,14
2019-08,Somerset,Ilminster Library,Adult Spoken Word,HOLD,*,*
2019-08,Somerset,Ilminster Library,Adult Spoken Word,OVERDUE,6,5.6
2019-08,Somerset,Ilminster Library,Child Fiction,LOST,5,25
2019-08,Somerset,Ilminster Library,Child Fiction,OVERDUE,124,51.35
2019-08,Somerset,Ilminster Library,Child Non Fiction,OVERDUE,20,7.90
2019-08,Somerset,Ilminster Library,Large Print - Adult Fiction,HOLD,*,*
2019-08,Somerset,Ilminster Library,Large Print - Adult Fiction,OVERDUE,*,*
2019-08,Somerset,Ilminster Library,Large Print - Adult Non Fiction,HOLD,*,*
2019-08,Somerset,Ilminster Library,U DVD Standard,CHARGE,5,10
2019-08,Somerset,Ilminster Library,U DVD Standard,OVERDUE,*,*
2019-08,Somerset,Ilminster Library,YA / Teen Fiction,HOLD,*,*
2019-08,Somerset,Ilminster Library,YA / Teen Fiction,OVERDUE,5,1.75
2019-08,Somerset,Langport Library,12 DVD Standard,CHARGE,34,75
2019-08,Somerset,Langport Library,12 DVD Standard,HOLD,*,*
2019-08,Somerset,Langport Library,12 DVD Standard,OVERDUE,*,*
2019-08,Somerset,Langport Library,15 DVD Standard,CHARGE,15,31
2019-08,Somerset,Langport Library,15 DVD Standard,OVERDUE,*,*
2019-08,Somerset,Langport Library,Adult Fiction,HOLD,69,68.5
2019-08,Somerset,Langport Library,Adult Fiction,LOST,*,*
2019-08,Somerset,Langport Library,Adult Fiction,OVERDUE,74,61.8
2019-08,Somerset,Langport Library,Adult Non Fiction,HOLD,23,23
2019-08,Somerset,Langport Library,Adult Non Fiction,OVERDUE,26,17.8
2019-08,Somerset,Langport Library,Adult Spoken Word,CHARGE,30,60
2019-08,Somerset,Langport Library,Adult Spoken Word,HOLD,*,*
2019-08,Somerset,Langport Library,Adult Spoken Word,OVERDUE,6,4.8
2019-08,Somerset,Langport Library,Cash Sales No VAT,HOLD,*,*
2019-08,Somerset,Langport Library,Child Fiction,HOLD,11,11
2019-08,Somerset,Langport Library,Child Fiction,LOST,15,75
2019-08,Somerset,Langport Library,Child Fiction,OVERDUE,221,73.40
2019-08,Somerset,Langport Library,Child Non Fiction,LOST,*,*
2019-08,Somerset,Langport Library,Child Non Fiction,OVERDUE,27,16.45
2019-08,Somerset,Langport Library,Child Spoken Word,CHARGE,*,*
2019-08,Somerset,Langport Library,Child Spoken Word,OVERDUE,*,*
2019-08,Somerset,Langport Library,Language Course,CHARGE,*,*
2019-08,Somerset,Langport Library,Language Course,OVERDUE,*,*
2019-08,Somerset,Langport Library,Large Print - Adult Fiction,HOLD,*,*
2019-08,Somerset,Langport Library,Large Print - Adult Fiction,OVERDUE,6,2.8
2019-08,Somerset,Langport Library,Music CD,CHARGE,6,4.50
2019-08,Somerset,Langport Library,Music CD,HOLD,6,6
2019-08,Somerset,Langport Library,Music Score,HOLD,*,*
2019-08,Somerset,Langport Library,PG DVD Standard,CHARGE,21,49
2019-08,Somerset,Langport Library,PG DVD Standard,OVERDUE,*,*
2019-08,Somerset,Langport Library,U DVD Standard,CHARGE,15,30
2019-08,Somerset,Langport Library,U DVD Standard,OVERDUE,6,4.4
2019-08,Somerset,Langport Library,YA / Teen Fiction,OVERDUE,8,5.20
2019-08,Somerset,Martock Library,12 DVD Standard,CHARGE,9,20
2019-08,Somerset,Martock Library,12 DVD Standard,OVERDUE,*,*
2019-08,Somerset,Martock Library,15 DVD Standard,CHARGE,5,11
2019-08,Somerset,Martock Library,Adult Fiction,DAMAGE,*,*
2019-08,Somerset,Martock Library,Adult Fiction,HOLD,51,50.5
2019-08,Somerset,Martock Library,Adult Fiction,LOST,*,*
2019-08,Somerset,Martock Library,Adult Fiction,OVERDUE,55,40.0
2019-08,Somerset,Martock Library,Adult Graphic Novel,OVERDUE,*,*
2019-08,Somerset,Martock Library,Adult Non Fiction,HOLD,27,26.0
2019-08,Somerset,Martock Library,Adult Non Fiction,LOST,*,*
2019-08,Somerset,Martock Library,Adult Non Fiction,OVERDUE,36,23.8
2019-08,Somerset,Martock Library,Adult Spoken Word,CHARGE,8,16
2019-08,Somerset,Martock Library,Adult Spoken Word,HOLD,*,*
2019-08,Somerset,Martock Library,Adult Spoken Word,OVERDUE,*,*
2019-08,Somerset,Martock Library,Child Fiction,HOLD,*,*
2019-08,Somerset,Martock Library,Child Fiction,LOST,*,*
2019-08,Somerset,Martock Library,Child Fiction,OVERDUE,165,78.85
2019-08,Somerset,Martock Library,Child Non Fiction,HOLD,*,*
2019-08,Somerset,Martock Library,Child Non Fiction,OVERDUE,12,2.95
2019-08,Somerset,Martock Library,Large Print - Adult Fiction,HOLD,*,*
2019-08,Somerset,Martock Library,Large Print - Adult Non Fiction,OVERDUE,*,*
2019-08,Somerset,Martock Library,PG DVD Standard,CHARGE,12,25.5
2019-08,Somerset,Martock Library,PG DVD Standard,OVERDUE,*,*
2019-08,Somerset,Martock Library,U DVD Standard,CHARGE,12,24
2019-08,Somerset,Martock Library,U DVD Standard,OVERDUE,*,*
2019-08,Somerset,Martock Library,YA / Teen Fiction,OVERDUE,*,*
2019-08,Somerset,Milborne Port Library,Adult Fiction,LOST,6,54
2019-08,Somerset,Milborne Port Library,Child Fiction,LOST,*,*
2019-08,Somerset,Milborne Port Library,Child Non Fiction,LOST,*,*
2019-08,Somerset,Minehead Library,12 DVD Standard,CHARGE,21,49.25
2019-08,Somerset,Minehead Library,12 DVD Standard,HOLD,*,*
2019-08,Somerset,Minehead Library,12 DVD Standard,OVERDUE,*,*
2019-08,Somerset,Minehead Library,15 DVD Standard,CHARGE,9,20
2019-08,Somerset,Minehead Library,15 DVD Standard,HOLD,*,*
2019-08,Somerset,Minehead Library,Adult Fiction,HOLD,128,120.0
2019-08,Somerset,Minehead Library,Adult Fiction,OVERDUE,73,63.8
2019-08,Somerset,Minehead Library,Adult Non Fiction,HOLD,81,80.0
2019-08,Somerset,Minehead Library,Adult Non Fiction,LOST,*,*
2019-08,Somerset,Minehead Library,Adult Non Fiction,OVERDUE,38,59.2
2019-08,Somerset,Minehead Library,Adult Spoken Word,CHARGE,25,50
2019-08,Somerset,Minehead Library,Adult Spoken Word,HOLD,*,*
2019-08,Somerset,Minehead Library,Adult Spoken Word,OVERDUE,5,4.0
2019-08,Somerset,Minehead Library,Child Fiction,HOLD,*,*
2019-08,Somerset,Minehead Library,Child Fiction,LOST,*,*
2019-08,Somerset,Minehead Library,Child Fiction,OVERDUE,97,33.35
2019-08,Somerset,Minehead Library,Child Non Fiction,HOLD,*,*
2019-08,Somerset,Minehead Library,Child Non Fiction,OVERDUE,23,7.95
2019-08,Somerset,Minehead Library,Child Spoken Word,CHARGE,*,*
2019-08,Somerset,Minehead Library,Language Course,CHARGE,*,*
2019-08,Somerset,Minehead Library,Language Course,OVERDUE,*,*
2019-08,Somerset,Minehead Library,Large Print - Adult Fiction,HOLD,8,8
2019-08,Somerset,Minehead Library,Large Print - Adult Fiction,OVERDUE,10,6.2
2019-08,Somerset,Minehead Library,Large Print - Adult Non Fiction,HOLD,*,*
2019-08,Somerset,Minehead Library,Large Print - Adult Non Fiction,OVERDUE,*,*
2019-08,Somerset,Minehead Library,PG DVD Standard,CHARGE,17,40
2019-08,Somerset,Minehead Library,PG DVD Standard,OVERDUE,*,*
2019-08,Somerset,Minehead Library,U DVD Standard,CHARGE,20,40
2019-08,Somerset,Minehead Library,U DVD Standard,OVERDUE,*,*
2019-08,Somerset,Minehead Library,YA / Teen Fiction,OVERDUE,8,2.45
2019-08,Somerset,Minehead Library,YA / Teen Non Fiction,OVERDUE,*,*
2019-08,Somerset,Nether Stowey Library,Adult Fiction,HOLD,18,18
2019-08,Somerset,Nether Stowey Library,Adult Fiction,OVERDUE,14,10.4
2019-08,Somerset,Nether Stowey Library,Adult Non Fiction,HOLD,*,*
2019-08,Somerset,Nether Stowey Library,Adult Non Fiction,OVERDUE,7,3.0
2019-08,Somerset,Nether Stowey Library,Adult Spoken Word,CHARGE,*,*
2019-08,Somerset,Nether Stowey Library,Child Fiction,BFR,*,*
2019-08,Somerset,Nether Stowey Library,Child Fiction,HOLD,*,*
2019-08,Somerset,Nether Stowey Library,Child Fiction,OVERDUE,17,7.80
2019-08,Somerset,Nether Stowey Library,Child Non Fiction,OVERDUE,*,*
2019-08,Somerset,Nether Stowey Library,Large Print - Adult Fiction,OVERDUE,*,*
2019-08,Somerset,Nether Stowey Library,Large Print - Adult Non Fiction,OVERDUE,*,*
2019-08,Somerset,Nether Stowey Library,PG DVD Standard,CHARGE,*,*
2019-08,Somerset,Nether Stowey Library,Reading Group Set,HOLD,*,*
2019-08,Somerset,Nether Stowey Library,U DVD Standard,CHARGE,5,10
2019-08,Somerset,Nether Stowey Library,U DVD Standard,OVERDUE,*,*
2019-08,Somerset,North Petherton Library,12 DVD Standard,CHARGE,*,*
2019-08,Somerset,North Petherton Library,12 DVD Standard,HOLD,*,*
2019-08,Somerset,North Petherton Library,15 DVD Standard,CHARGE,*,*
2019-08,Somerset,North Petherton Library,15 DVD Standard,HOLD,*,*
2019-08,Somerset,North Petherton Library,Adult Fiction,HOLD,25,25
2019-08,Somerset,North Petherton Library,Adult Fiction,OVERDUE,18,22.6
2019-08,Somerset,North Petherton Library,Adult Non Fiction,HOLD,6,6
2019-08,Somerset,North Petherton Library,Adult Non Fiction,OVERDUE,14,9.0
2019-08,Somerset,North Petherton Library,Adult Spoken Word,CHARGE,*,*
2019-08,Somerset,North Petherton Library,Child Fiction,HOLD,*,*
2019-08,Somerset,North Petherton Library,Child Fiction,LOST,*,*
2019-08,Somerset,North Petherton Library,Child Fiction,OVERDUE,36,6.25
2019-08,Somerset,North Petherton Library,Child Non Fiction,OVERDUE,11,2.60
2019-08,Somerset,North Petherton Library,Child Spoken Word,CHARGE,*,*
2019-08,Somerset,North Petherton Library,Large Print - Adult Fiction,HOLD,*,*
2019-08,Somerset,North Petherton Library,Large Print - Adult Fiction,OVERDUE,*,*
2019-08,Somerset,North Petherton Library,Large Print - Adult Non Fiction,OVERDUE,*,*
2019-08,Somerset,North Petherton Library,U DVD Standard,CHARGE,8,16
2019-08,Somerset,North Petherton Library,U DVD Standard,OVERDUE,*,*
2019-08,Somerset,North Petherton Library,YA / Teen Non Fiction,OVERDUE,*,*
2019-08,Somerset,Performing Arts Library Yeovil,Adult Non Fiction,OVERDUE,*,*
